tdb,tr,rh,v,wbgt,heat_index,age,weight,height,bmi,activity_level,met_w_m2,clo,acclimatized,hydration_status,hours_worked,worker_type,d_lim_t_re_raw,water_loss_g,t_re_final,t_sk_final,remaining_safe_min,hr_estimated,climate_zone,risk_label_int,risk_label,alert_color
36.01,45.31,53.44,4.36,31.06,44.776,47,52.3,176.5,16.8,heavy,200.0,0.6,0,mild,6.4,brick_kiln,480.0,5637.6,37.9,34.8,48.11,138.4,Hot_Dry,1,MODERATE,yellow
34.7,37.39,84.78,1.88,33.077,58.378,49,77.4,181.9,23.42,heavy,200.0,0.4,1,well,6.83,construction,480.0,7676.9,37.6,35.1,141.97,132.8,Semi_Arid,0,LOW,green
39.57,49.71,19.49,1.75,28.936,39.573,40,61.7,160.0,24.12,heavy,200.0,0.41,1,mild,6.34,construction,32.0,6489.7,38.1,35.7,0.0,132.4,Composite,3,CRITICAL,red
39.28,53.75,60.55,1.18,37.032,60.216,31,55.2,173.0,18.44,heavy,200.0,0.48,1,mild,6.92,brick_kiln,39.0,9348.9,40.2,37.7,0.0,144.6,Hot_Dry,3,CRITICAL,red
33.66,39.25,32.33,1.82,25.855,33.657,29,63.1,154.0,26.58,heavy,200.0,0.53,1,well,6.27,agriculture,480.0,4744.1,37.9,34.9,175.6,126.2,Highland,0,LOW,green
33.88,46.5,55.55,2.41,30.64,40.099,50,50.8,180.9,15.52,heavy,200.0,0.32,0,dehydrated,6.11,quarry,480.0,4956.5,37.9,35.3,0.0,146.9,Semi_Arid,3,CRITICAL,red
34.26,48.38,71.26,2.45,33.211,48.351,35,77.0,165.2,28.23,heavy,200.0,0.48,0,dehydrated,6.06,agriculture,480.0,6047.5,37.9,35.6,0.0,159.1,Semi_Arid,3,CRITICAL,red
36.45,44.81,65.12,2.13,33.482,52.719,28,50.6,181.9,15.28,heavy,200.0,0.61,1,mild,6.61,quarry,480.0,7166.7,37.8,35.5,100.14,139.1,Semi_Arid,0,LOW,green
32.46,39.46,17.81,2.25,22.302,32.465,42,70.0,153.6,29.69,heavy,200.0,0.67,0,well,6.11,brick_kiln,480.0,4365.7,37.9,34.6,113.14,120.6,Composite,0,LOW,green
31.95,35.67,80.99,2.65,29.942,44.607,31,78.7,172.7,26.39,heavy,200.0,0.49,1,mild,6.87,fishing,480.0,4478.7,37.8,34.8,84.72,131.8,Hot_Humid,0,LOW,green
37.16,49.91,65.59,2.07,35.102,55.694,54,55.8,183.3,16.61,heavy,200.0,0.36,1,mild,6.52,construction,480.0,6783.9,37.8,35.9,105.71,135.4,Composite,0,LOW,green
32.87,46.97,48.33,2.03,29.185,35.567,29,74.9,172.8,25.1,heavy,200.0,0.46,0,mild,6.99,brick_kiln,480.0,5117.4,37.9,35.3,12.74,132.9,Composite,2,HIGH,orange
32.81,37.95,40.11,3.7,25.69,33.505,38,48.1,166.1,17.43,heavy,200.0,0.58,1,well,6.91,construction,480.0,4442.6,37.9,34.4,137.66,112.0,Hot_Humid,0,LOW,green
34.92,44.61,53.55,1.57,30.997,41.93,44,60.0,153.2,25.58,heavy,200.0,0.54,0,mild,6.31,fishing,480.0,5466.9,37.9,35.4,53.37,147.2,Hot_Humid,1,MODERATE,yellow
32.25,35.39,86.91,4.2,30.529,48.522,55,56.1,151.8,24.38,heavy,200.0,0.31,0,mild,6.35,fishing,480.0,4000.5,37.8,34.2,51.13,146.0,Hot_Humid,1,MODERATE,yellow
36.11,51.05,84.37,4.26,36.149,65.132,38,74.9,154.9,31.23,heavy,200.0,0.6,1,well,6.67,brick_kiln,25.0,9122.9,41.1,37.1,0.0,124.6,Hot_Dry,3,CRITICAL,red
35.0,37.7,80.39,2.79,32.604,56.832,31,55.2,181.7,16.73,heavy,200.0,0.59,0,dehydrated,6.56,tea_plantation,480.0,9086.9,37.8,35.1,0.0,155.4,Hot_Humid,3,CRITICAL,red
37.59,47.9,45.99,1.45,32.484,45.31,45,69.4,182.6,20.82,heavy,200.0,0.32,1,mild,6.51,road_work,480.0,6170.2,38.0,35.9,106.39,125.0,Semi_Arid,0,LOW,green
36.72,46.97,38.14,3.43,29.876,36.724,30,53.4,174.7,17.5,heavy,200.0,0.34,0,mild,6.46,tea_plantation,32.0,6000.6,38.1,35.2,0.0,135.4,Hot_Humid,3,CRITICAL,red
35.31,45.78,67.07,4.38,32.393,49.777,20,45.4,166.9,16.32,heavy,200.0,0.51,1,well,6.41,construction,480.0,6314.0,37.9,35.0,167.44,126.5,Hot_Humid,0,LOW,green
32.51,37.52,81.39,1.87,31.029,46.933,39,61.7,183.1,18.42,heavy,200.0,0.59,1,mild,6.9,agriculture,480.0,5233.8,37.7,35.2,82.77,136.1,Semi_Arid,0,LOW,green
37.71,50.51,23.9,3.74,28.441,37.713,30,64.2,169.9,22.22,heavy,200.0,0.5,1,mild,6.38,construction,30.0,6229.9,38.2,35.1,0.0,135.2,Hot_Dry,3,CRITICAL,red
32.56,38.39,41.77,2.11,26.331,33.472,31,69.7,184.3,20.51,heavy,200.0,0.44,0,well,6.44,construction,480.0,4440.3,37.9,34.8,93.39,130.2,Highland,0,LOW,green
33.59,37.68,67.32,1.49,30.39,44.159,44,51.1,180.7,15.65,heavy,200.0,0.68,0,mild,6.56,road_work,480.0,5245.9,37.8,35.2,38.51,143.9,Semi_Arid,1,MODERATE,yellow
35.52,42.59,50.26,4.56,29.669,42.042,41,53.1,170.4,18.3,heavy,200.0,0.58,1,well,6.42,fishing,480.0,5408.2,38.0,34.7,167.09,126.3,Hot_Humid,0,LOW,green
34.32,44.64,81.71,1.31,34.051,54.605,20,61.9,170.6,21.27,heavy,200.0,0.67,1,mild,6.64,construction,56.0,9323.4,39.3,36.5,0.0,137.0,Semi_Arid,3,CRITICAL,red
34.06,42.88,64.51,3.76,30.764,44.348,31,57.5,172.2,19.37,heavy,200.0,0.43,1,well,6.83,fishing,480.0,5241.6,38.0,34.9,142.38,128.1,Hot_Humid,0,LOW,green
40.68,54.14,41.7,2.0,34.978,51.118,58,70.5,151.7,30.64,heavy,200.0,0.42,1,mild,6.11,brick_kiln,480.0,7094.0,38.0,36.1,130.35,144.1,Hot_Dry,0,LOW,green
34.34,48.12,77.81,2.27,34.034,52.341,27,67.4,159.3,26.53,heavy,200.0,0.67,1,well,6.85,construction,480.0,7736.1,37.7,35.6,140.99,125.9,Semi_Arid,0,LOW,green
32.02,39.66,75.61,3.15,30.052,42.62,54,49.2,171.6,16.72,heavy,200.0,0.62,1,mild,6.87,construction,480.0,4290.3,37.7,34.8,84.77,129.3,Hot_Humid,0,LOW,green
37.54,48.43,66.27,3.04,34.891,57.699,57,83.7,171.2,28.57,heavy,200.0,0.69,1,dehydrated,6.2,road_work,176.0,8095.3,38.2,35.6,0.0,146.3,Semi_Arid,3,CRITICAL,red
33.3,35.47,68.36,1.59,29.826,43.708,24,71.5,160.5,27.77,heavy,200.0,0.5,0,mild,6.02,tea_plantation,480.0,4843.1,37.8,35.1,70.77,147.5,Hot_Humid,0,LOW,green
32.46,38.36,64.43,1.34,29.387,39.681,28,55.6,152.7,23.85,heavy,200.0,0.47,0,mild,6.27,quarry,480.0,4818.0,37.8,35.2,56.03,134.6,Semi_Arid,1,MODERATE,yellow
31.36,42.17,79.26,2.84,30.544,41.827,43,82.1,153.1,35.05,heavy,200.0,0.3,0,dehydrated,6.49,construction,480.0,4206.8,37.8,34.9,0.0,149.1,Hot_Humid,3,CRITICAL,red
38.66,56.65,29.54,2.19,31.885,38.66,59,75.4,168.6,26.54,heavy,200.0,0.51,1,mild,6.95,construction,57.0,6352.5,38.0,35.8,0.0,144.9,Hot_Dry,3,CRITICAL,red
37.37,52.1,56.66,3.76,34.012,50.621,48,65.0,163.8,24.2,heavy,200.0,0.44,0,mild,6.9,agriculture,480.0,6580.5,38.0,35.5,17.85,154.1,Hot_Dry,2,HIGH,orange
31.7,33.74,38.19,3.53,24.135,31.704,60,46.8,168.7,16.44,heavy,200.0,0.54,0,well,6.56,construction,480.0,3526.4,37.8,34.0,86.36,122.5,Hot_Humid,0,LOW,green
28.75,34.03,88.15,1.19,28.311,35.804,38,54.9,165.5,20.03,heavy,200.0,0.36,0,well,6.49,tea_plantation,480.0,3719.9,37.7,34.8,90.8,125.6,Highland,0,LOW,green
38.12,52.55,27.38,2.96,30.065,38.122,46,46.1,181.0,14.08,heavy,200.0,0.35,1,well,6.03,construction,31.0,6427.2,38.1,35.6,0.0,129.5,Hot_Dry,3,CRITICAL,red
35.34,37.86,77.75,1.24,33.054,56.561,26,49.4,165.3,18.08,heavy,200.0,0.7,1,mild,6.4,construction,49.0,9118.8,39.8,36.5,0.0,138.5,Semi_Arid,3,CRITICAL,red
33.4,35.47,65.81,2.98,29.256,42.894,38,74.3,161.1,28.62,heavy,200.0,0.42,1,well,6.63,road_labor,480.0,4492.0,37.9,34.6,153.96,126.1,Composite,0,LOW,green
37.36,38.67,33.66,1.33,28.495,37.361,43,67.6,170.8,23.18,heavy,200.0,0.68,1,well,6.9,agriculture,480.0,5394.1,37.9,35.1,138.3,131.7,Highland,0,LOW,green
35.92,49.36,59.66,0.95,33.655,47.703,27,80.3,153.3,34.16,heavy,200.0,0.51,1,dehydrated,6.04,tea_plantation,480.0,8480.2,37.8,36.0,51.8,137.9,Highland,1,MODERATE,yellow
35.52,42.7,67.46,2.6,32.52,50.774,45,83.3,159.6,32.67,heavy,200.0,0.38,0,well,6.31,tea_plantation,480.0,5568.1,37.9,35.3,101.4,134.6,Highland,0,LOW,green
39.78,47.58,26.65,1.33,30.426,39.779,34,56.7,182.9,16.95,heavy,200.0,0.59,0,mild,6.04,agriculture,46.0,6652.6,38.0,35.7,0.0,138.7,Composite,3,CRITICAL,red
34.5,44.3,77.96,1.98,33.5,53.09,27,72.6,159.4,28.58,heavy,200.0,0.54,0,dehydrated,6.91,quarry,480.0,7134.3,37.7,35.5,0.0,159.9,Semi_Arid,3,CRITICAL,red
37.86,42.06,68.91,4.37,33.859,61.021,30,68.4,151.9,29.63,heavy,200.0,0.56,1,well,6.69,salt_pan,45.0,9327.9,39.2,35.7,0.0,133.7,Hot_Dry,3,CRITICAL,red
32.39,34.92,83.09,2.48,30.413,47.238,55,45.7,172.0,15.44,heavy,200.0,0.44,0,well,6.11,agriculture,480.0,4044.6,37.7,34.7,113.26,130.4,Semi_Arid,0,LOW,green
35.97,45.69,68.45,4.05,33.142,53.05,26,53.0,159.4,20.85,heavy,200.0,0.41,1,well,6.96,construction,480.0,6618.7,38.0,35.1,134.51,132.1,Hot_Dry,0,LOW,green
34.8,46.57,77.87,2.66,33.972,54.31,43,78.2,156.5,31.93,heavy,200.0,0.6,1,well,6.12,salt_pan,480.0,7552.1,37.7,35.4,184.89,134.4,Hot_Dry,0,LOW,green
33.64,49.98,72.85,2.85,33.125,46.933,38,74.6,181.2,22.72,heavy,200.0,0.56,0,mild,6.1,agriculture,480.0,5914.3,37.9,35.5,65.84,133.0,Hot_Dry,0,LOW,green
31.71,43.57,87.27,1.39,32.389,46.423,41,82.9,178.1,26.12,heavy,200.0,0.39,1,dehydrated,6.03,construction,480.0,5496.6,37.7,35.5,52.12,143.6,Hot_Humid,1,MODERATE,yellow
38.73,48.47,56.18,2.28,34.639,54.873,33,62.9,180.9,19.21,heavy,200.0,0.38,1,mild,6.78,construction,480.0,7320.1,38.0,35.9,90.14,142.6,Highland,0,LOW,green
34.05,46.96,44.72,4.05,28.891,36.821,35,50.3,179.1,15.68,heavy,200.0,0.6,0,mild,6.57,brick_kiln,480.0,5256.6,38.0,34.9,37.81,140.0,Hot_Dry,1,MODERATE,yellow
39.29,55.26,62.96,3.61,36.946,62.254,32,45.3,174.7,14.83,heavy,200.0,0.63,0,mild,6.99,road_work,37.0,9337.1,39.9,36.9,0.0,145.2,Semi_Arid,3,CRITICAL,red
30.6,41.98,28.87,0.51,24.294,30.597,26,51.1,166.8,18.38,heavy,200.0,0.3,1,mild,6.82,construction,480.0,4960.8,37.9,35.1,87.72,124.5,Highland,0,LOW,green
33.83,36.41,69.55,2.9,30.153,45.972,32,68.2,154.8,28.47,heavy,200.0,0.52,1,dehydrated,6.83,tea_plantation,480.0,4974.3,37.9,34.8,4.0,146.3,Hot_Humid,2,HIGH,orange
35.35,41.61,66.32,2.43,32.084,49.493,27,72.9,179.7,22.57,heavy,200.0,0.6,0,dehydrated,6.9,brick_kiln,480.0,6055.0,37.9,35.3,0.0,148.2,Composite,3,CRITICAL,red
35.27,49.39,33.06,2.54,28.826,35.272,27,69.7,160.2,27.16,heavy,200.0,0.65,0,mild,6.95,agriculture,56.0,5635.9,38.0,35.3,0.0,139.4,Composite,3,CRITICAL,red
35.02,46.73,33.9,2.09,28.412,35.02,28,80.3,164.8,29.57,heavy,200.0,0.7,1,mild,6.73,salt_pan,480.0,5474.5,38.0,35.3,92.73,127.2,Hot_Dry,0,LOW,green
35.22,37.85,26.29,2.27,25.334,35.218,44,84.9,162.5,32.17,heavy,200.0,0.69,0,well,6.9,agriculture,480.0,4737.0,37.9,34.7,66.02,125.7,Hot_Dry,0,LOW,green
34.88,39.62,68.61,3.11,31.416,49.142,58,46.6,181.2,14.19,heavy,200.0,0.33,1,dehydrated,6.93,agriculture,480.0,4742.5,37.8,34.8,0.0,149.9,Semi_Arid,3,CRITICAL,red
36.71,39.14,54.73,2.84,30.958,47.454,54,57.7,180.3,17.73,heavy,200.0,0.38,0,well,6.56,construction,480.0,5155.4,37.9,35.0,86.13,134.9,Semi_Arid,0,LOW,green
36.31,49.32,61.38,1.88,33.88,49.954,59,74.5,169.6,25.9,heavy,200.0,0.7,1,dehydrated,6.3,road_work,480.0,6541.1,37.7,35.6,35.99,132.0,Semi_Arid,1,MODERATE,yellow
33.41,46.26,63.07,3.31,30.919,41.794,24,70.5,174.7,23.1,heavy,200.0,0.66,1,well,6.7,brick_kiln,480.0,5374.4,37.9,35.2,150.27,120.6,Hot_Dry,0,LOW,green
39.87,43.48,26.54,4.02,28.912,39.869,40,54.2,183.2,16.14,heavy,200.0,0.42,1,mild,6.39,brick_kiln,27.0,6432.5,38.2,34.9,0.0,130.9,Hot_Dry,3,CRITICAL,red
37.49,53.12,36.21,1.3,31.925,37.492,37,64.6,159.6,25.36,heavy,200.0,0.6,1,dehydrated,6.53,quarry,480.0,6870.6,38.0,35.9,21.95,142.7,Semi_Arid,2,HIGH,orange
35.24,46.16,74.35,2.82,33.767,53.915,50,74.0,160.0,28.88,heavy,200.0,0.49,1,dehydrated,6.41,fishing,480.0,6382.3,37.8,35.4,29.39,144.3,Hot_Humid,2,HIGH,orange
35.75,44.76,59.02,3.02,31.905,46.821,59,48.3,150.0,21.47,heavy,200.0,0.62,0,mild,6.2,agriculture,480.0,5319.9,37.8,35.1,59.81,139.4,Semi_Arid,1,MODERATE,yellow
32.96,37.17,44.7,2.12,26.76,34.79,45,76.2,163.4,28.52,heavy,200.0,0.68,1,well,6.08,construction,480.0,4326.7,37.8,34.8,187.13,131.6,Semi_Arid,0,LOW,green
37.31,45.23,66.43,3.01,34.105,56.878,54,84.1,169.4,29.28,heavy,200.0,0.38,1,mild,6.25,road_work,480.0,6599.7,37.8,35.4,122.08,143.7,Semi_Arid,0,LOW,green
35.39,43.87,75.65,4.33,33.121,55.373,18,77.5,184.2,22.85,heavy,200.0,0.42,1,dehydrated,6.23,construction,480.0,7303.2,37.9,34.9,40.14,140.7,Hot_Humid,1,MODERATE,yellow
36.98,42.3,17.93,1.85,25.562,36.984,35,83.0,171.1,28.37,heavy,200.0,0.45,0,mild,6.65,agriculture,42.0,5536.4,38.1,35.1,0.0,136.1,Composite,3,CRITICAL,red
31.75,44.69,72.44,1.58,30.972,40.554,33,77.1,159.8,30.2,heavy,200.0,0.46,1,dehydrated,6.34,construction,480.0,5125.3,37.8,35.4,33.43,144.9,Highland,1,MODERATE,yellow
31.55,41.12,53.27,2.1,27.702,34.302,31,72.6,181.0,22.17,heavy,200.0,0.34,0,well,6.49,agriculture,480.0,4387.4,37.9,34.9,90.88,140.5,Hot_Humid,0,LOW,green
31.62,42.02,39.76,5.16,25.224,31.625,20,68.9,177.5,21.88,heavy,200.0,0.65,1,mild,6.71,fishing,480.0,4478.1,38.0,34.2,93.97,132.1,Hot_Humid,0,LOW,green
30.66,41.63,20.72,0.81,22.736,30.664,59,48.4,152.5,20.81,heavy,200.0,0.47,1,mild,6.7,agriculture,480.0,4167.6,37.8,34.9,94.87,131.5,Highland,0,LOW,green
39.22,46.87,26.59,2.9,29.456,39.222,50,61.1,151.7,26.55,heavy,200.0,0.53,0,well,6.5,brick_kiln,40.0,5988.7,38.1,35.2,0.0,131.8,Composite,3,CRITICAL,red
31.24,44.56,61.85,2.57,29.056,35.848,24,61.9,181.0,18.89,heavy,200.0,0.37,1,well,6.2,agriculture,480.0,4512.5,37.9,35.0,179.75,126.6,Highland,0,LOW,green
33.36,44.65,62.53,1.85,30.932,41.434,51,66.5,158.4,26.48,heavy,200.0,0.61,1,dehydrated,6.25,tea_plantation,480.0,5006.3,37.8,35.3,39.3,141.7,Hot_Humid,1,MODERATE,yellow
36.53,45.51,49.73,5.21,30.691,44.382,41,57.0,176.3,18.32,heavy,200.0,0.39,1,well,6.63,tea_plantation,33.0,5970.9,38.1,34.6,0.0,131.1,Hot_Humid,3,CRITICAL,red
33.37,39.49,88.37,4.47,32.076,54.357,33,65.2,177.4,20.7,heavy,200.0,0.47,0,mild,6.61,tea_plantation,480.0,8017.1,37.7,34.6,35.27,137.3,Hot_Humid,1,MODERATE,yellow
39.85,56.5,70.08,3.18,38.68,71.227,37,83.7,178.9,26.17,heavy,200.0,0.49,1,well,6.87,salt_pan,22.0,9183.8,41.6,38.2,0.0,146.8,Hot_Dry,3,CRITICAL,red
37.36,54.54,73.78,3.82,36.685,62.707,39,69.6,150.5,30.71,heavy,200.0,0.64,0,mild,6.5,salt_pan,34.0,9092.9,40.2,36.9,0.0,153.7,Hot_Dry,3,CRITICAL,red
37.96,49.89,39.08,4.14,31.223,37.963,58,55.3,158.8,21.93,heavy,200.0,0.62,1,dehydrated,6.88,construction,480.0,5795.6,38.0,35.0,1.39,144.0,Hot_Dry,2,HIGH,orange
38.85,45.67,69.47,2.87,35.779,65.915,29,83.6,166.4,30.2,heavy,200.0,0.6,0,well,6.36,agriculture,31.0,9312.2,40.4,36.9,0.0,145.8,Hot_Dry,3,CRITICAL,red
34.47,36.54,83.72,4.01,32.357,56.584,35,50.7,167.9,17.96,heavy,200.0,0.57,0,dehydrated,6.76,fishing,79.0,8954.4,38.3,35.0,0.0,149.1,Hot_Humid,3,CRITICAL,red
33.18,44.39,40.43,2.35,27.683,34.172,50,68.9,184.8,20.16,heavy,200.0,0.54,1,well,6.93,agriculture,480.0,4603.3,37.9,35.0,136.35,128.2,Hot_Humid,0,LOW,green
40.03,52.14,29.62,3.52,31.455,40.026,39,66.1,162.5,25.04,heavy,200.0,0.68,0,mild,6.89,construction,33.0,6732.1,38.1,35.4,0.0,149.2,Hot_Dry,3,CRITICAL,red
34.47,49.62,69.16,4.16,32.853,47.964,25,67.4,171.2,23.02,heavy,200.0,0.55,1,well,6.85,agriculture,480.0,6204.8,37.9,35.2,141.18,134.4,Hot_Dry,0,LOW,green
32.4,34.15,68.73,1.24,29.034,41.115,25,73.2,181.2,22.3,heavy,200.0,0.55,1,mild,6.48,fishing,480.0,4785.4,37.8,35.1,108.06,136.6,Hot_Humid,0,LOW,green
35.47,40.54,63.75,3.46,31.334,48.483,18,84.2,176.7,26.95,heavy,200.0,0.64,0,dehydrated,6.51,road_work,480.0,6000.9,37.9,35.0,0.0,149.9,Semi_Arid,3,CRITICAL,red
33.35,41.57,45.45,0.7,28.444,35.707,21,60.0,167.7,21.32,heavy,200.0,0.38,0,mild,6.21,agriculture,480.0,5427.0,37.9,35.4,59.63,137.0,Highland,1,MODERATE,yellow
37.71,42.28,65.19,2.14,33.914,57.571,24,84.6,165.1,31.04,heavy,200.0,0.54,1,dehydrated,6.46,construction,480.0,8264.8,37.8,35.5,26.5,143.6,Semi_Arid,2,HIGH,orange
36.54,51.27,75.34,1.88,36.176,60.188,54,48.8,172.1,16.48,heavy,200.0,0.37,0,well,6.27,quarry,480.0,8258.2,37.9,36.1,103.95,141.9,Semi_Arid,0,LOW,green
35.65,50.49,71.96,3.68,34.394,54.018,34,62.3,179.7,19.29,heavy,200.0,0.4,0,well,6.52,quarry,480.0,6993.1,37.9,35.5,88.75,144.8,Semi_Arid,0,LOW,green
31.5,33.18,36.85,1.41,24.076,31.503,35,57.8,173.7,19.15,heavy,200.0,0.63,0,well,6.62,agriculture,480.0,4144.9,37.8,34.7,82.84,122.7,Hot_Humid,0,LOW,green
34.49,50.33,51.58,3.05,31.125,40.081,40,78.0,163.0,29.36,heavy,200.0,0.56,0,mild,6.5,brick_kiln,480.0,5535.3,38.0,35.3,42.14,139.7,Hot_Dry,1,MODERATE,yellow
33.21,35.86,20.16,3.37,22.26,33.214,39,60.9,152.5,26.2,heavy,200.0,0.54,0,mild,6.87,construction,480.0,4377.3,37.9,34.2,19.63,134.7,Hot_Dry,2,HIGH,orange
34.02,44.27,32.51,3.1,26.738,34.021,45,73.7,163.0,27.75,heavy,200.0,0.33,1,well,6.26,agriculture,480.0,4893.2,38.0,34.8,176.61,117.7,Semi_Arid,0,LOW,green
35.38,43.35,78.7,2.86,33.802,57.349,38,56.9,160.3,22.14,heavy,200.0,0.34,1,mild,6.34,quarry,480.0,6939.3,37.8,35.3,116.45,131.0,Semi_Arid,0,LOW,green
40.7,55.74,30.96,1.12,33.593,40.705,59,52.6,174.7,17.21,heavy,200.0,0.59,0,well,6.36,salt_pan,480.0,7433.4,37.9,36.0,98.62,137.6,Hot_Dry,0,LOW,green
34.28,39.24,50.89,1.61,29.102,39.341,33,79.2,166.9,28.42,heavy,200.0,0.62,1,dehydrated,6.55,construction,480.0,5140.1,37.9,35.2,20.87,138.6,Highland,2,HIGH,orange
32.21,40.38,52.43,4.36,27.241,35.38,47,62.1,171.1,21.2,heavy,200.0,0.67,1,well,6.05,fishing,480.0,4318.2,37.9,34.4,188.86,116.9,Hot_Humid,0,LOW,green
33.61,39.14,46.44,2.02,27.877,36.471,51,81.5,158.5,32.41,heavy,200.0,0.58,0,well,6.72,construction,480.0,4413.9,37.8,34.9,76.97,134.3,Hot_Humid,0,LOW,green
34.27,41.98,54.62,1.67,30.116,40.71,42,46.8,156.7,19.06,heavy,200.0,0.4,1,well,6.03,fishing,480.0,4994.3,37.9,35.3,190.12,126.6,Hot_Humid,0,LOW,green
31.94,44.86,69.72,2.68,30.511,40.129,55,60.3,155.2,25.04,heavy,200.0,0.37,1,mild,6.76,agriculture,480.0,4273.9,37.8,35.0,91.12,134.0,Highland,0,LOW,green
33.09,42.55,77.25,4.52,31.227,47.136,51,58.2,176.0,18.79,heavy,200.0,0.68,0,mild,6.39,fishing,480.0,5366.8,37.8,34.7,48.63,136.6,Hot_Humid,1,MODERATE,yellow
39.3,52.76,42.91,1.59,34.099,48.128,51,69.2,169.9,23.98,heavy,200.0,0.36,0,well,6.45,tea_plantation,480.0,6838.0,38.0,36.2,93.27,146.4,Highland,0,LOW,green
35.51,41.2,36.97,1.18,28.406,35.512,43,60.3,176.1,19.46,heavy,200.0,0.61,0,well,6.89,agriculture,480.0,5292.3,37.9,35.2,66.56,131.9,Semi_Arid,0,LOW,green
31.23,34.2,87.77,4.97,29.613,44.687,55,75.6,158.7,30.04,heavy,200.0,0.46,1,dehydrated,6.29,fishing,480.0,3861.6,37.8,33.9,36.7,142.8,Hot_Humid,1,MODERATE,yellow
34.24,47.74,69.28,1.47,33.129,47.248,45,79.0,164.2,29.29,heavy,200.0,0.43,0,dehydrated,6.88,agriculture,480.0,6014.2,37.8,35.7,0.0,152.3,Hot_Dry,3,CRITICAL,red
31.96,34.43,64.27,5.34,27.718,38.306,60,51.6,157.3,20.85,heavy,200.0,0.3,0,mild,6.55,tea_plantation,480.0,3582.2,37.8,33.5,38.82,143.1,Hot_Humid,1,MODERATE,yellow
36.94,45.33,41.49,4.53,29.905,41.698,38,52.0,152.1,22.49,heavy,200.0,0.45,1,mild,6.15,tea_plantation,33.0,5921.2,38.1,34.8,0.0,123.8,Hot_Humid,3,CRITICAL,red
36.67,38.52,34.02,5.37,27.708,36.666,47,66.4,179.1,20.71,heavy,200.0,0.63,0,well,6.44,construction,47.0,5255.1,38.0,34.1,0.0,136.9,Hot_Humid,3,CRITICAL,red
34.14,38.43,47.27,4.82,27.562,37.783,59,56.7,169.2,19.81,heavy,200.0,0.31,0,mild,6.14,agriculture,480.0,4402.0,37.9,34.0,63.78,135.1,Hot_Humid,0,LOW,green
34.41,44.49,48.31,1.11,30.035,38.707,31,79.4,169.4,27.67,heavy,200.0,0.42,0,mild,6.81,construction,480.0,5639.0,37.9,35.6,23.47,134.5,Semi_Arid,2,HIGH,orange
33.6,37.31,45.76,2.23,27.343,36.252,55,77.3,171.5,26.26,heavy,200.0,0.39,1,well,6.5,road_work,480.0,4128.0,37.8,34.7,161.74,132.4,Semi_Arid,0,LOW,green
34.15,40.33,52.32,1.76,29.371,39.556,41,73.5,159.9,28.73,heavy,200.0,0.68,0,mild,6.94,construction,480.0,5032.2,37.9,35.2,15.76,144.2,Hot_Humid,2,HIGH,orange
33.15,37.5,33.65,1.68,25.438,33.147,59,76.8,161.5,29.47,heavy,200.0,0.5,1,well,6.46,fishing,480.0,4017.2,37.8,34.7,164.33,108.5,Hot_Humid,0,LOW,green
31.37,34.7,66.8,1.2,28.161,37.593,35,54.8,167.1,19.63,heavy,200.0,0.69,1,mild,6.9,tea_plantation,480.0,4745.0,37.8,35.0,82.52,127.8,Highland,0,LOW,green
33.41,35.43,51.69,4.35,27.51,37.667,22,56.2,184.7,16.48,heavy,200.0,0.7,1,well,6.11,agriculture,480.0,4717.7,37.9,34.3,185.45,120.1,Hot_Humid,0,LOW,green
35.65,41.79,33.53,1.29,28.003,35.646,54,46.7,178.6,14.63,heavy,200.0,0.67,1,well,6.72,agriculture,480.0,5008.5,37.8,35.1,149.08,127.6,Hot_Humid,0,LOW,green
39.42,48.76,76.05,1.88,37.957,74.973,52,70.7,162.5,26.76,heavy,200.0,0.38,0,mild,6.41,agriculture,20.0,8335.3,41.5,38.3,0.0,141.8,Composite,3,CRITICAL,red
37.42,52.66,55.95,1.92,34.611,50.335,52,45.6,177.2,14.53,heavy,200.0,0.5,0,mild,6.24,agriculture,480.0,6717.4,37.9,35.9,57.53,139.4,Semi_Arid,1,MODERATE,yellow
32.14,42.25,39.77,1.34,26.758,32.138,25,45.1,150.1,20.01,heavy,200.0,0.64,1,dehydrated,6.56,agriculture,480.0,4892.5,37.9,35.2,20.2,136.4,Highland,2,HIGH,orange
33.1,38.77,25.25,2.85,23.854,33.096,53,75.0,162.5,28.39,heavy,200.0,0.69,1,mild,6.49,quarry,480.0,4195.6,37.8,34.4,107.33,111.8,Semi_Arid,0,LOW,green
32.86,37.49,75.94,3.09,30.314,45.652,33,64.2,178.6,20.14,heavy,200.0,0.55,0,mild,6.16,construction,480.0,4923.7,37.8,34.8,62.64,144.5,Semi_Arid,0,LOW,green
36.06,41.72,86.5,4.07,34.546,66.619,29,58.4,183.8,17.27,heavy,200.0,0.52,0,dehydrated,6.17,construction,22.0,9227.1,40.9,36.8,0.0,145.8,Hot_Humid,3,CRITICAL,red
33.36,38.45,52.57,3.89,27.83,37.842,54,60.3,156.3,24.71,heavy,200.0,0.59,1,mild,6.72,tea_plantation,480.0,4301.3,37.8,34.4,93.72,125.1,Hot_Humid,0,LOW,green
32.69,42.03,56.95,1.65,29.293,37.726,33,50.9,169.5,17.72,heavy,200.0,0.51,1,well,6.36,agriculture,480.0,4925.8,37.9,35.3,170.38,129.5,Hot_Humid,0,LOW,green
